id,email,username,password,source,label
483,user483@corp.local,int_user_483,Pass483!,dark_forum_dump,1
484,user484@hotmail.com,user_484,-,web_signup,0
485,user485@hotmail.com,user_485,-,marketing_campaign,0
486,user486@gmail.com,user_486,User486!,survey_signup,0
487,user487@internal.company.com,int_user_487,Pass487!,credential_dump_forum,1
488,user488@hotmail.com,user_488,-,newsletter_optin,0
489,user489@internal.company.com,int_user_489,Pass489!,keys_dump,1
490,user490@gmail.com,user_490,-,public_forum,0
491,user491@gmail.com,user_491,-,web_signup,0
492,user492@yahoo.com,user_492,User492!,marketing_campaign,0
493,user493@gmail.com,user_493,-,public_forum,0
494,user494@outlook.com,user_494,-,web_signup,0
495,user495@company.com,int_user_495,Pass495!,breached_db_dump,1
496,user496@outlook.com,user_496,-,web_signup,0
497,user497@corp.local,int_user_497,Pass497!,breached_db_dump,1
498,user498@corp.local,int_user_498,Pass498!,dark_forum_dump,1
499,user499@hotmail.com,user_499,User499!,newsletter_optin,0
500,user500@internal.company.com,int_user_500,Pass500!,keys_dump,1
